1025	Emil	Earth-616
1026	Absalom	Earth-616
1027	Carl	Earth-616
1029	Adam	Earth-616
1030	Adam	Earth-616
1032	Eric	Earth-616
1033	Adri	Earth-616
1034	Adversary	Earth-616
1035	Aeroika	Earth-616
1036	Agatha	Earth-616
1037	Agent	Earth-616
1038	Cynthia	Earth-616
1039	Christoph	Earth-616
1040	Aginar	Earth-616
1041	Agon	Earth-616
1042	Agron	Earth-76216
1043	Alejandro	Earth-616
1047	Gabriel	Earth-616
1048	Air-Walker	Earth-616
1050	Ajak	Earth-616
1052	Thomas	Earth-616
1054	Allatou	Earth-616
1056	Alpha	Earth-616
1057	Marlene	Earth-616
1058	Amaa	Earth-616
1060	Ambur	Earth-616
1061	Jason	Earth-616
1062	Lyle	Earth-616
1064	Kingsley	Earth-712
1065	Amphibius	Earth-616
1066	Blanche	Earth-616
1067	Tike	Earth-616
1068	Yao	Earth-616
1069	Andromeda	Earth-616
1070	David	Earth-616
1071	Thomas	Earth-616
1072	Simon	Earth-616
1074	Angel	Earth-616
1075	Frederick	Earth-616
1080	Scott	Earth-616
1081	John	Earth-616
1084	En	Earth-616
1085	Wundarr	Earth-616
1086	Darren	Earth-616
1087	Zachary	Earth-616
1090	Aragorn	Earth-616
1091	Arcade	Earth-616
1092	Arcanna	Earth-712
1094	Philippa	Earth-616
1097	Ariel	Earth-616
1098	Marcus	Earth-616
1099	Grover	Earth-616
1103	Arishem	Earth-616
1104	Arkon	Earth-616
1105	Arkus	Earth-616
1106	Antonio	Earth-616
1107	Arnim	Earth-616
1108	Arsenal	Earth-616
1110	Cleo	Earth-616
1111	Jen	Earth-4935
1112	Charles	Earth-616
1113	Astra	Earth-616
1114	Astra	Earth-616
1115	Vance	Earth-691
1116	Seginn	Earth-616
1117	Erik	Earth-616
1118	Ronald	Earth-616
1119	Michael	Earth-616
1120	Attuma	Earth-616
1122	Jeanne-Marie	Earth-616
1123	Autolycus	Earth-616
1124	Dominikos	Earth-616
1125	Azur	Earth-616
1127	Balder	Earth-616
1128	Angelo	Earth-616
1129	Balor	Earth-616
1130	Elizabeth	Earth-616
1131	Sean	Earth-616
1132	Bantam	Earth-1191
1133	Baphomet	Earth-616
1134	Barbarus	Earth-616
1135	John	Earth-616
1136	Walther	Earth-616
1137	Baron	Earth-616
1138	Karl	Earth-616
1139	Baron	Earth-616
1140	Wolfgang	Earth-616
1141	Heinrich	Earth-616
1142	Helmut	Earth-616
1143	Barrage	Earth-616
1146	Georges	Earth-616
1147	Battering	Earth-616
1148	Lemar	Earth-616
1149	Barnell	Earth-616
1151	William	Earth-616
1152	Buford	Earth-616
1154	Behemoth	Earth-616
1155	Belasco	Earth-616
1156	Belathauzer	Earth-616
1158	Narda	Earth-616
1161	Ben	Earth-616
1162	Bereet	Earth-616
1163	Beta	Earth-616
1165	Bethany	Earth-616
1166	Fabian	Earth-616
1167	Beyonder	Earth-616
1168	Bi-Beast	Earth-616
1169	Bi-Beast	Earth-616
1173	Bird-Brain	Earth-616
1174	Henry	Earth-616
1175	Achille	Earth-616
1176	Birdy	Earth-616
1177	Lucas	Earth-1191
1178	Harry	Earth-616
1179	Blackagar	Earth-616
1180	Felicia	Earth-616
1181	Jesse	Earth-616
1182	Black	Earth-616
1183	William	Earth-616
1184	Sebastian	Earth-616
1185	Sir	Earth-616
1186	Nathan	Earth-616
1187	Dane	Earth-616
1188	Jerald	Earth-7511
1189	Tanya	Earth-616
1190	T'Challa	Earth-616
1193	Carson	Earth-616
1195	Desmond	Earth-616
1197	Thomas	Earth-616
1199	Yelena	Earth-616
1200	Amanda	Earth-616
1202	Marcus	Earth-616
1203	Joseph	Earth-616
1204	Eric	Earth-616
1205	Eric	Earth-616
1206	Blaquesmith	Earth-4935
1207	Blastaar	Earth-616
1210	Blindside	Earth-616
1211	Clarice	Earth-295
1212	Franz	Earth-616
1213	Gregor	Earth-616
1214	Donald	Earth-616
1215	Frederick	Earth-616
1217	Mickey	Earth-616
1218	Jackie	Earth-616
1219	Bloodscream	Earth-616
1220	Ulysses	Earth-616
1221	Johann	Earth-616
1222	Joseph	Earth-616
1223	Don	Earth-616
1224	Bonebreaker	Earth-616
1226	Frederick	Earth-616
1229	Roger	Earth-616
1232	Madison	Earth-616
1233	James	Earth-616
1235	Brainchild	Earth-616
1236	Werner	Earth-616
1237	Lucas	Earth-616
1238	Bres	Earth-616
1239	Brickbat	Earth-616
1240	George	Earth-616
1241	Brona	Earth-616
1243	Tode	Earth-616
1244	Jericho	Earth-616
1245	Percy	Earth-616
1248	Brutacus	Earth-616
1249	Reed	Earth-616
1250	Brynocki	Earth-616
1252	Fred	Earth-616
1254	Henry	Earth-616
1255	Buck	Earth-616
1256	Bullseye	Earth-616
1257	Burke	Earth-616
1258	Byron	Earth-616
1259	Raul	Earth-616
1260	Quincy	Earth-616
1261	Carl	Earth-616
1262	Byrrah	Earth-616
1264	Franz	Earth-616
1265	Luke	Earth-616
1266	Cagliostro	Earth-616
1267	Caliban	Earth-616
1268	Callisto	Earth-616
1269	Calypso	Earth-616
1270	Cameron	Earth-616
1272	Jack	Earth-616
1273	Cancer	Earth-616
1274	Candra	Earth-616
1275	Jack	Earth-616
1276	Samuel	Earth-616
1277	Willard	Earth-616
1284	Captain	Earth-616
1285	Brian	Earth-616
1286	Jebediah	Earth-616
1287	Genis-Vell	Earth-616
1289	Mar-Vell	Earth-616
1290	Nathaniel	Earth-616
1291	Griffin	Earth-616
1292	Captain	Earth-616
1293	Roger	Earth-616
1294	Elias	Earth-616
1299	Margaret	Earth-616
1300	Sharon	Earth-616
1301	Shirlee	Earth-616
1302	Townshend	Earth-616
1303	Sharon	Earth-616
1304	Cecilia	Earth-616
1308	Clifford	Earth-616
1309	Cerberus	Earth-616
1310	Cerise	Earth-616
1311	Cethlann	Earth-616
1312	Ch'od	Earth-616
1314	Robert	Earth-616
1315	Jonothon	Earth-616
1316	Dmitri	Earth-616
1317	Tryco	Earth-616
1318	Nicholas	Earth-616
1319	Chance	Earth-616
1320	Changeling	Earth-616
1321	Charles	Earth-616
1322	Charlie-27	Earth-691
1323	Esteban	Earth-616
1324	Curtis	Earth-616
1325	Arch	Earth-616
1326	Calvin	Earth-616
1327	Lila	Earth-616
1328	Chief	Earth-616
1329	Jun	Earth-616
1330	Harvey	Earth-616
1331	Allen	Earth-616
1332	Chthon	Earth-616
1333	John	Earth-616
1334	William	Earth-616
1335	Clea	Earth-616
1336	Tyrone	Earth-616
1337	Cloud	Earth-616
1338	Eliot	Earth-616
1339	Coach	Earth-616
1340	Ralph	Earth-616
1341	Klaus	Earth-616
1342	Han,	Earth-616
1343	Taneleer	Earth-616
1344	Colleen	Earth-616
1345	Russell	Earth-616
1346	Piotr	Earth-616
1347	Harris	Earth-616
1348	Stephen	Earth-616
1349	Commander	Earth-616
1350	Frank	Earth-616
1352	Frank	Earth-616
1353	Tath	Earth-616
1354	Valentina	Earth-616
1355	Basil	Earth-616
1356	Valerie	Earth-616
1357	Davis	Earth-616
1358	Vanessa	Earth-616
1359	Coral	Earth-616
1360	Jackson	Earth-616
1361	Christopher	Earth-616
1362	Thomas	Earth-616
1363	Fabian	Earth-616
1365	Luchino	Earth-616
1367	Graydon	Earth-616
1368	Frank	Earth-616
1369	Eugene	Earth-616
1370	René	Earth-616
1371	Anton	Earth-616
1372	Alexander	Earth-616
1373	Yuri	Earth-616
1375	Valentin	Earth-616
1376	Crule	Earth-616
1377	Arthur	Earth-616
1379	Crusher	Earth-616
1380	Crystalia	Earth-616
1381	Cybele	Earth-616
1382	Silas	Earth-616
1383	André	Earth-616
1386	Douglas	Earth-616
1387	D'Ken	Earth-616
1388	D'Spayre	Earth-616
1389	Tandy	Earth-616
1390	Dagoth	Earth-616
1391	Dakimh	Earth-616
1392	Damballah	Earth-616
1394	Dansen	Earth-616
1395	Danielle	Earth-616
1396	Matthew	Earth-616
1397	Henry	Earth-295
1399	Christopher	Earth-616
1400	Desmond	Earth-616
1402	Laynia	Earth-616
1404	Alison	Earth-616
1405	Burtram	Earth-616
1406	Deacon	Earth-616
1407	Dead	Earth-616
1409	Wade	Earth-616
1411	Death	Earth-616
1412	Roland	Earth-616
1414	Phillip	Earth-616
1415	Cal'syee	Earth-616
1417	Deathurge	Earth-616
1418	Gabriel	Earth-616
1419	Marco	Earth-616
1420	Delilah	Earth-616
1421	Demogoblin	Earth-616
1422	Dennis	Earth-616
1423	Paul	Earth-616
1424	Irene	Earth-616
1429	Roger	Earth-616
1430	Devil	Earth-78411
1432	Eric	Earth-616
1434	Esteban	Earth-616
1435	Rachel	Earth-616
1436	Archibald	Earth-616
1437	Lillian	Earth-616
1441	Dive-Bomber	Earth-616
1443	Tim	Earth-616
1445	Leonard	Earth-616
1446	Lester	Earth-616
1447	Douglas	Earth-616
1448	Victor	Earth-616
1450	Anthony	Earth-616
1451	Johann	Earth-616
1452	Glitternight	Earth-616
1453	Otto	Earth-616
1454	Joseph	Earth-712
1455	Kinji	Earth-616
1457	Doctor	Earth-616
1458	Domina	Earth-616
1459	Duvid	Earth-616
1460	Neena	Earth-616
1462	Domo	Earth-616
1463	Dorma	Earth-616
1464	Dormammu	Earth-616
1465	Doop	Earth-616
1470	Dulb	Earth-616
1471	Vlad	Earth-616
1473	Tako	Earth-616
1475	Dragon	Earth-616
1476	Dragon	Earth-616
1477	Dragona	Earth-616
1478	Tamara	Earth-616
1479	Frank	Earth-616
1480	Bram	Earth-616
1482	Barbara	Earth-616
1483	Tiamut	Earth-616
1484	Dreamqueen	Earth-616
1485	Druig	Earth-616
1486	Dromedan	Earth-616
1487	Timothy	Earth-616
1488	Sooraya	Earth-616
1489	Dweller-in-Darkness	Earth-616
1491	Kyle	Earth-616
1492	Earthquake	Earth-616
1493	Xanth	Earth-81049
1494	Renee	Earth-616
1495	Edith	Earth-616
1496	Edwin	Earth-616
1497	Leopold	Earth-616
1498	Edward	Earth-616
1499	Elihas	Earth-616
1500	Ego	Earth-616
1502	Elathan	Earth-616
1503	Maxwell	Earth-616
1504	Electron	Earth-616
1505	Elektra	Earth-616
1507	Elfqueen	Earth-616
1509	Joshua	Earth-616
1511	Manuel	Earth-616
1512	Marius	Earth-616
1513	Jonathan	Earth-616
1514	Amora	Earth-616
1515	Katherine	Earth-616
1516	Charles	Earth-616
1518	Eon	Earth-616
1519	Epoch	Earth-616
1520	Equilibrius	Earth-616
1521	Terrance	Earth-616
1522	Davan	Earth-616
1523	Eros	Earth-616
1524	Eson	Earth-616
1525	Ereshkigal	Earth-616
1526	Eternity	Earth-616
1527	Ever	Earth-616
1529	Skurge	Earth-616
1530	Bennet	Earth-616
1532	Z'Cann	Earth-616
1533	Zabu	Earth-616
1534	Zakka	Earth-616
1535	Zala	Earth-616
1536	Maximillian	Earth-616
1537	Zarathos	Earth-616
1539	Thomas	Earth-616
1542	Zephyr	Earth-616
1543	Ambient-Energy	Earth-4935
1544	Alexander	Earth-616
1546	Zeus	Earth-616
1547	Ziran	Earth-616
1548	Norman	Earth-616
1549	Zom	Earth-616
1550	Simon	Earth-616
1551	Zsaji	Earth-616
1552	Zuras	Earth-616
1553	Zzzax	Earth-616
1554	Mariko	Earth-616
1556	Plan	Earth-616
1557	Henry	Earth-616
1558	Rita	Earth-616
1559	Ymir	Earth-616
1560	Yondu	Earth-691
1561	Yukio	Earth-616
1563	Cassandra	Earth-616
1565	Laura	Earth-616
1567	Carl	Earth-616
1568	Nathaniel	Earth-616
1570	Edith	Earth-616
1572	Uatu	Earth-616
1573	Ulik	Earth-616
1576	Ultron	Earth-616
1577	Umar	Earth-616
1578	Milos	Earth-616
1580	James	Earth-616
1581	Brian	Earth-616
1582	Gunther	Earth-616
1583	Carmella	Earth-616
1584	Mikhail	Earth-616
1586	John	Earth-616
1587	Utgard-Loki	Earth-616
1588	Lomen	Earth-616
1590	Quasi-Motivational	Earth-616
1591	Quelin	Earth-616
1592	Pietro	Earth-616
1594	Obadiah	Earth-616
1595	Elton	Earth-616
1596	Odin	Earth-616
1597	Brian	Earth-616
1598	Ogun	Earth-616
1599	Arkady	Earth-616
1600	Model	Earth-616
1601	Oneg	Earth-616
1602	Onslaught	Earth-616
1604	Abner	Earth-616
1605	Orka	Earth-616
1607	Orphan-Maker	Earth-616
1608	Osiris	Earth-616
1609	Grom	Earth-616
1610	Leland	Earth-616
1611	Ozymandias	Earth-616
1612	Fafnir	Earth-616
1613	Samuel	Earth-616
1614	Falcona	Earth-616
1615	Autumn	Earth-616
1616	Fandral	Earth-616
1617	Fang	Earth-616
1618	Charlie	Earth-616
1619	Farouk	Earth-616
1620	Fatale	Earth-616
1622	Maria	Earth-616
1623	Feron	Earth-616
1624	Fever	Earth-616
1625	Tomás	Earth-616
1626	Fin	Earth-616
1628	Bonita	Earth-616
1629	Gary	Earth-616
1631	Shareen	Earth-81049
1632	Pyreus	Earth-616
1633	Angelica	Earth-616
1634	Trevor	Earth-1191
1636	Fixx	Earth-1191
1637	Fiz	Earth-616
1638	Karl	Earth-616
1641	Richard	Earth-616
1642	Flying	Earth-616
1643	Franklin	Earth-616
1644	Ross	Earth-616
1645	Gregory	Earth-616
1646	Gloria	Earth-616
1647	Carl	Earth-616
1648	Michael	Earth-616
1649	Foreigner	Earth-616
1652	Aleytys	Earth-616
1653	Forsung	Earth-616
1654	Jane	Earth-616
1655	Foxbat	Earth-616
1656	Frankenstein's	Earth-616
1661	Freakmaster	Earth-616
1662	Spike	Earth-616
1663	Cathy	Earth-616
1664	Frey	Earth-616
1665	Freyja	Earth-616
1666	Francois	Earth-616
1667	Eugene	Earth-616
1668	Cordelia	Earth-616
1669	Fury	Earth-238
1671	Nicholas	Earth-616
1673	Randolph	Earth-616
1674	Gaea	Earth-616
1675	Gaia	Earth-616
1676	Galan	Earth-616
1677	Rogue	Earth-616
1678	Peter	Earth-616
1679	Galaxy	Earth-616
1680	Remy	Earth-616
1681	Ernesto	Earth-616
1684	Gamora	Earth-7528
1685	Ord	Earth-616
1686	Isaac	Earth-616
1687	Yuri	Earth-616
1690	Gateway	Earth-616
1691	Gauntlet	Earth-616
1694	Gazelle	Earth-616
1695	Geb	Earth-616
1697	Delilah	Earth-616
1698	Geirrodur	Earth-616
1699	Joshua	Earth-616
1700	Tyler	Earth-4935
1702	Ghaur	Earth-616
1703	Ghost	Earth-616
1705	Johnathon	Earth-616
1706	Daniel	Earth-616
1708	Kenshiro	Earth-928
1711	Martin	Earth-616
1712	Gideon	Earth-616
1713	Beckah	Earth-616
1714	Melvin	Earth-616
1715	Kallark	Earth-616
1716	Glynis	Earth-616
1718	Thomas	Earth-616
1719	Glytra	Earth-616
1721	Goblyn	Earth-616
1722	Matthew	Earth-616
1724	Wyatt	Earth-712
1725	Gwendolyne	Earth-616
1726	Golem	Earth-616
1727	Jacob	Earth-616
1731	Alphonsus	Earth-616
1732	George	Earth-616
1733	Gorgon	Earth-616
1736	Gorr	Earth-616
1737	William	Earth-616
1738	En	Earth-616
1739	Franklin	Earth-616
1740	Norman	Earth-616
1741	Harold	Earth-616
1744	Kondrati	Earth-616
1745	Paul	Earth-616
1746	Devlin	Earth-1191
1747	John	Earth-616
1748	Eric	Earth-616
1749	Maxwell	Earth-616
1750	Grog	Earth-616
1751	Gronk	Earth-616
1752	Gor-Tok	Earth-616
1753	Growing	Earth-6311
1754	Eric	Earth-616
1755	Ekatarina	Earth-616
1756	James	Earth-616
1757	Kevin	Earth-616
1758	Michael	Earth-616
1759	Sybil	Earth-616
1760	Henry	Earth-616
1762	Laurie	Earth-616
1763	Abraham	Earth-616
1767	Michael	Earth-616
1768	Banca	Earth-616
1769	Justin	Earth-616
1771	Alistaire	Earth-616
1772	Elizabeth	Earth-616
1773	Blackheart	Earth-616
1774	Charlotte	Earth-616
1776	Donald	Earth-616
1778	Eric	Earth-616
1779	Franklin	Earth-616
1780	George	Earth-616
1782	Gwendolyne	Earth-616
1784	Quincy	Earth-616
1785	Leroy	Earth-616
1786	Hammerhead	Earth-616
1789	Hannibal	Earth-616
1792	Harry	Earth-616
1793	Hard-Drive	Earth-616
1794	Hargen	Earth-616
1795	Erika	Earth-616
1796	Harold	Earth-616
1797	Kodiak	Earth-616
1800	Hate-Monger	Earth-616
1801	Radha	Earth-616
1802	Alexander	Earth-616
1803	Clinton	Earth-616
1805	Agent	Earth-616
1806	Carter	Earth-616
1807	Arthur	Earth-616
1808	Heimdall	Earth-616
1809	Hela	Earth-616
1810	Helio	Earth-616
1811	Patricia	Earth-616
1813	Daimon	Earth-616
1814	Hemingway	Earth-616
1816	Hepzibah	Earth-616
1817	Ayesha	Earth-616
1818	Hercules	Earth-616
1819	Hermod	Earth-616
1822	Herbert	Earth-616
1824	Hobgoblin	Earth-616
1825	Roderick	Earth-616
1826	Hoder	Earth-616
1827	Hogun	Earth-616
1830	Horus	Earth-616
1831	Howard	Earth-616
1832	Howard	Earth-791021
1833	Bruce	Earth-616
1834	John	Earth-928
